DateTime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
2004-08-31,651,755,721,686,603887,49,603608,603871,603858,300138,514,630,613,300560,932,300505,603131,405,300503,300559,300521,600303,300258,555,13,629,300743,549,631,600939,677,603328,300449,603879,548,600253,300118,300659,300478,600233,828,603337,600009,300738,600319,698,658,889,300119,56,683,300723,893,707,300072,300508,300496,802,600239,300742,300074,300434,803,300589,600278,676,300611,728,825,923,936,736
2004-09-30,755,300138,932,405,603871,300678,603298,603516,721,686,300560,300559,603858,300258,651,13,630,603887,600303,300521,613,555,514,300505,300503,603608,603131,667,677,549,629,300449,600354,793,603110,300658,300747,603600,300687,970,603320,421,300696,603313,603303,603133,406,300310,300586,300137,300595,778,600250,603260,663,300499,300460,300536,603139,603198,893,603880,802,584,603233,698,603557,300162,539,300233,603444,300305
2004-10-29,555,300678,603298,603131,300258,603516,600303,300521,300138,630,514,405,603858,300505,300503,755,300237,300743,932,629,300449,631,948,300686,667,300631,603100,603881,603860,818,300032,603386,815,883,600309,603203,967,300581,300310,300639,995,600278,300592,300294,300115,600261,603596,300580,603303,603885,893,300107,300604,600346,300491,600262,542,26,776,413,545,971,600291,859,506,543,600312,557,600331,603886,300550,300233
2004-11-30,300258,755,405,603131,600303,555,300505,300503,630,36,514,667,300237,659,300743,548,300184,300002,603123,629,839,757,300259,600353,820,699,818,603306,300615,720,600316,603860,300110,600197,402,96,50,911,768,429,300695,300545,300504,509,300027,526,411,553,300541,300432,300313,300552,513,300525,730,863,300374,590,599,544,300295,859,300664,300379,413,950,938,300679,300152,787,723,603320
2004-12-31,405,555,755,630,300005,667,548,300682,300334,300743,611,425,300686,603319,300501,603305,300320,300449,603596,300717,609,300110,600309,300241,2798,300617,903,600313,300711,625,300002,603208,913,603090,300370,603258,416,300647,603158,703,155,300013,603166,300720,875,300657,300038,300621,300541,895,905,300705,731,300041,565,785,50,516,300635,600219,420,300557,623,571,584,300269,987,300057,563,600331,956,603131
2005-01-31,555,755,300678,630,405,763,667,603577,300686,653,300615,603322,300184,300449,631,531,659,908,600313,603607,677,300320,300382,300658,820,300229,600316,603860,2798,300323,625,603528,611,603496,300227,300583,42,668,428,859,300496,995,569,599,300525,300547,603200,600219,825,971,510,557,300027,603183,603556,300622,300338,300107,520,802,300536,663,300167,821,300586,7,600333,987,787,875,912,300305
2005-02-28,405,755,555,603612,630,300678,667,300449,631,618,549,791,300658,300335,600234,603577,300008,418,603330,603380,554,300050,603589,603516,300419,600306,852,798,37,603860,836,603203,653,300501,300032,2798,603183,300006,300182,300604,300597,544,300368,300687,300063,300602,603386,300338,716,600337,50,593,600239,300516,100,603159,707,603188,300722,966,971,300652,158,600290,300696,600232,600287,300745,600271,956,810,603333
2005-03-31,603612,630,555,405,755,300678,667,2005,603105,549,950,428,793,509,300234,719,300615,611,530,300471,300127,603098,603515,603203,603866,300658,603860,603566,603123,669,537,300681,815,631,603338,603879,961,600232,911,55,300429,300683,731,300262,300504,300604,300012,300592,300662,828,2806,300697,300241,300523,600237,19,973,600262,568,300082,917,600219,300307,779,300282,600322,598,300561,11,600338,861,603177
2005-04-29,2007,603612,555,755,630,405,300710,631,600313,300615,793,300315,603161,669,300002,573,300032,300633,682,300683,600316,535,612,300658,600320,915,300233,600290,603860,300546,603305,300152,593,300204,860,603299,300126,300169,543,952,11,158,600319,600232,561,603177,655,628,300715,507,300412,571,300006,556,300295,813,600302,300409,603232,300578,897,548,691,18,300263,778,300123,300520,300313,893,603869,980
2005-05-31,300652,405,817,600354,603612,755,630,35,300641,612,546,300642,300590,709,300737,300526,300507,555,600311,822,590,759,300689,600345,529,2011,667,300743,757,300237,300019,782,2010,932,600282,783,600322,603214,927,300639,300655,300007,996,660,600234,300359,300690,600009,300520,300072,300593,738,300635,50,410,300666,683,826,584,300604,987,300110,977,960,587,518,600225,300124,300344,693,48,920
2005-06-30,546,300641,555,300737,709,35,600345,529,755,759,600354,603612,817,822,612,300590,300642,300652,600311,300689,630,300507,590,300526,629,603277,793,631,848,581,300237,689,300740,25,623,780,715,720,603196,300620,403,300434,300601,603601,600016,2007,569,300709,300338,509,600009,300736,300141,300152,603387,300314,925,300006,300670,985,661,300042,300169,603258,603129,603116,2002,652,410,552,603876,603518
2005-07-29,555,300689,817,300590,603516,300737,529,300507,600311,822,630,300641,600345,755,300642,759,546,603612,709,600354,300237,631,629,300050,618,616,603860,600197,600234,783,611,300330,300650,300615,699,300527,977,300580,927,760,300338,763,300561,11,410,603329,910,300258,600,729,61,300494,300510,300016,600219,798,407,300606,669,605,534,514,300082,423,603869,300684,778,603444,29,400,600225,968
2005-08-31,61,600345,817,822,759,709,600354,603612,300689,300507,995,300623,300737,630,300642,300641,600000,529,600311,555,546,300590,629,793,300237,600230,300581,699,300686,631,300699,618,815,600353,300632,603366,592,300384,600275,728,539,603886,661,23,300606,528,910,300091,559,565,600225,300327,300262,300708,300104,300006,600008,2798,603556,600003,616,600265,300461,1965,600011,300400,603616,300725,300470,300608,300289,603500
2005-09-30,600345,300737,555,416,822,546,630,300689,300550,817,300590,529,300641,300507,603612,600354,300642,709,759,629,300002,2798,806,603399,600196,300685,603555,300183,603110,793,937,603123,1,762,533,836,300523,300601,300093,300042,825,506,300461,603393,799,626,300131,300022,300500,603305,300024,603429,423,300204,300469,300616,300074,300327,300078,300424,911,300320,560,600933,300636,411,810,636,568,603333,995,300623
2005-10-31,300113,546,300737,822,300507,600354,905,300550,999,586,300294,300613,1979,603456,600012,2004,2015,2013,709,300689,915,2009,630,600010,594,300112,300509,59,686,300480,622,629,600197,300237,300003,720,300300,407,958,553,600322,300747,300041,300238,918,710,909,419,300634,859,600208,603315,300374,729,600227,411,300695,660,300334,300372,300568,591,300731,767,528,930,656,603517,603558,603311,603869,300641
2005-11-30,566,586,698,546,510,709,593,300131,603456,630,822,300737,300689,300237,600269,629,300339,300050,603222,573,300417,631,45,300129,594,633,783,300686,710,757,603128,603416,300615,600295,2,838,603133,300335,300367,600343,973,600225,515,807,777,956,605,300022,603338,300102,300363,738,600333,300141,300320,561,300703,2009,936,919,626,300082,687,603518,2004,2003,600009,600007,1979,999,600354,300507
2005-12-30,300563,25,300689,300713,533,822,796,603588,70,630,607,300735,300737,543,300711,151,300508,546,599,603507,56,510,300384,300553,806,753,300315,300743,631,610,300644,603359,600297,300686,603197,90,300121,300320,300360,655,300428,513,667,300179,19,662,858,300448,603311,605,603301,300309,905,300005,578,600326,678,603922,885,49,960,603387,300567,862,300365,300566,300395,300691,600256,603586,63,709
2006-01-25,600273,300077,300585,300106,826,822,600222,300014,600237,600299,300241,100,698,688,630,300707,600288,603,300710,422,300481,546,544,543,29,858,751,603168,300538,11,300550,300743,300569,561,610,631,300639,300718,300032,300384,300382,157,300179,300114,831,300711,300713,300093,897,300349,300128,70,2807,300363,599,151,300723,56,300310,796,300629,600297,601,922,300530,603588,90,588,300508,6,300553,300737
2006-02-28,300016,600287,546,300650,921,33,300585,36,300448,300707,428,415,300279,300654,300122,822,300551,300550,603559,300139,412,573,959,600248,603466,982,630,732,836,100,300022,11,300494,300011,14,603496,716,603323,638,300106,300699,300469,600257,837,2189,300743,300538,600273,600237,908,300078,858,300149,300014,600222,99,300241,31,827,603168,600279,32,816,300616,600266,29,544,752,603918,300710,949,600299
2006-03-31,636,27,901,300585,300397,603607,630,33,705,300312,300550,628,768,300556,300013,300732,43,603399,600348,603393,428,300030,603580,603603,300417,822,600881,876,300699,300521,300144,300675,11,300040,603929,603100,568,300097,600275,826,719,600319,688,702,300082,513,546,692,600241,545,300438,603466,600229,300731,522,300577,300518,852,748,300626,600272,951,300510,46,936,603377,300266,36,603499,603555,300172,300440
2006-04-28,300513,551,603358,549,540,300354,938,528,300030,603308,600343,669,935,300133,603278,898,510,810,300596,300318,430,300013,300504,155,2806,300585,300581,300282,300297,404,556,603919,822,300126,705,300135,300352,736,603357,417,300037,78,300521,28,43,600337,603189,603239,33,50,583,901,603458,600320,600351,603926,821,428,725,603599,300575,300062,765,600317,55,338,300324,603223,600353,628,300299,732
2006-05-31,802,623,603158,910,630,409,632,636,300612,300367,300057,603578,917,672,155,300586,830,300585,689,300318,300314,695,300126,603618,300652,507,603861,603866,551,603876,887,300142,538,572,603105,586,300292,600280,62,603233,300707,300322,559,766,300664,718,300355,300600,600223,576,600289,899,300513,720,792,603167,758,300432,761,12,300747,300135,603266,603603,898,300133,430,300700,300199,603396,300013,603883
2006-06-30,300652,300057,910,630,300532,300233,632,971,600219,882,689,875,300719,869,623,662,300612,300137,300142,795,300143,300585,155,156,848,839,300154,300167,822,861,300519,300690,603618,300495,300030,300314,40,300481,930,603186,603336,600312,549,300367,600332,603158,300637,866,600235,600271,300346,567,410,603871,800,300586,603861,300675,737,551,300269,597,556,300397,300740,830,300282,600298,802,730,851,917
2006-07-31,300519,300741,795,760,300715,733,705,689,672,636,632,630,623,616,615,612,600309,300652,600933,586,572,600321,300612,526,523,510,505,429,300585,300580,300570,603866,801,861,300167,300143,603501,300154,603258,300573,603300,603917,300634,503,603378,603936,156,600359,603557,300259,300726,603398,300335,300532,695,839,300295,603166,603268,608,863,300107,300671,669,848,300501,662,300661,403,300695,603609,300437
2006-08-31,882,881,603200,603356,952,861,603600,300585,2803,300096,600219,572,586,42,587,956,300137,600251,603606,300652,300659,300665,405,300676,429,750,300612,300741,510,300601,300030,523,526,505,155,928,600236,791,300713,678,300573,801,300654,603300,300102,603881,603611,300013,300658,983,603363,603139,970,1696,507,300569,603159,756,576,591,675,552,669,409,877,29,793,603227,300583,600346,625,603358
2006-09-29,603335,300601,300672,882,689,523,300696,300519,861,510,300057,300228,505,300741,429,682,600263,760,971,155,603600,765,300561,300717,983,300733,300074,799,787,300233,603356,612,673,795,603311,952,598,300596,25,300563,703,300606,599,603309,300451,693,600262,603876,300557,300278,300106,603326,786,526,300174,300525,600251,700,636,733,928,655,603606,300683,42,600283,300656,819,603308,554,300319,300585
2006-10-31,300490,603315,861,300315,795,603356,300137,615,300489,600227,612,300143,689,765,300498,300561,300662,300500,300690,565,983,155,300233,603885,707,300167,603335,603311,952,300017,300507,677,603218,632,586,882,600352,600896,600283,300501,653,603283,300589,832,985,300049,300399,760,911,23,59,603227,300557,603877,300116,793,603421,600292,756,687,603139,300362,300262,411,426,300278,415,971,600233,300597,300745,300733
2006-11-30,2051,2050,603315,300601,572,300057,300042,828,300030,833,300017,300009,300561,523,510,505,861,498,300730,882,300662,300657,300652,300633,918,603180,795,586,155,300137,300500,612,300507,677,300233,689,300142,638,300661,300123,300523,300691,603126,603337,300708,603225,300732,2837,300149,618,561,815,300680,509,557,300002,25,300080,409,603108,300750,300610,603335,300707,2186,895,971,300580,997,953,7,603885
2006-12-29,300730,300500,523,510,712,300633,719,429,731,300507,603180,416,760,767,300489,600319,920,795,155,600323,600841,689,300652,615,612,300233,623,630,632,300305,300143,538,300707,300519,572,603228,930,600333,603277,600238,807,603260,678,600296,594,668,862,300009,672,600276,300158,300692,300091,600197,166,300228,600258,511,300230,603131,618,300058,300680,501,400,300337,300042,603315,419,300490,603855,875
2007-01-31,630,632,600338,300633,300237,300233,600323,155,603303,300611,689,300167,300143,719,300137,726,731,603229,603228,603226,300498,300100,600328,300074,626,300652,523,600351,530,510,603888,300435,543,548,300697,603517,737,576,600262,600348,300692,300558,600276,300557,600319,603126,300535,603886,603579,602,300627,600901,300698,603208,603319,416,603159,920,300489,538,300372,835,300601,300080,300536,600293,300592,429,35,652,603527,603180
2007-02-28,603955,300143,889,882,861,300159,300137,603228,598,510,300100,300697,848,300074,300305,606,600331,795,603888,300167,590,300413,923,572,586,300344,569,600338,418,300059,921,300238,300233,603333,910,155,300330,603866,603912,593,600332,603877,576,600262,300612,300380,563,909,603558,603186,300606,300617,603278,962,426,776,600328,300507,763,585,603598,527,603179,603311,300102,300142,603229,300072,665,603298,300591,300237
2007-03-30,882,795,300635,300305,418,848,861,300611,300737,603355,300238,300233,603333,906,923,603303,155,300167,300159,300582,300143,300137,300648,300344,300649,767,572,586,590,606,603888,612,615,623,630,543,603518,600271,777,600262,869,603227,603218,300142,603339,790,300434,835,603912,539,950,540,987,300018,548,600275,300124,809,600331,300108,722,833,603517,300370,712,300059,889,910,300697,300505,300074,632
2007-04-30,603685,2098,2097,603959,300143,598,300137,606,300733,612,630,603167,623,300305,155,300652,300030,300649,300159,615,590,300167,300319,530,300344,543,523,603355,300238,510,300233,795,569,488,571,572,2189,300696,7,603618,300665,603605,603365,300448,673,158,300158,300434,600348,300596,300597,300580,576,902,603227,603444,300573,300460,603181,600243,300080,911,603933,300017,823,663,300737,300648,603333,861,300413,300100
2007-05-31,2101,569,562,300233,603320,603311,300117,572,603289,586,300167,590,300143,598,300137,300238,606,300262,600261,300641,300652,600338,300690,423,300448,300305,488,510,523,527,530,300320,300319,498,612,615,701,16,528,603316,300330,625,603605,603607,673,735,631,848,300312,300557,300438,300628,603600,300471,603518,166,300282,603515,600235,300080,916,960,603876,603596,901,603128,300435,600327,571,534,20,300582
2007-06-29,569,300167,615,612,300158,300143,598,300690,953,965,586,300652,300649,300635,300625,300624,300612,530,300080,300595,300593,523,510,498,423,300547,300030,300519,600338,2007,623,166,913,603858,795,300305,727,600230,300543,603369,938,300671,300516,801,300174,603536,993,300434,300597,300750,590,600016,693,538,600346,2802,603496,603421,300349,777,600005,603876,300263,300745,835,600235,600257,1,300498,418,923,882
2007-07-31,767,300117,612,615,603311,61,603320,623,510,630,603337,970,661,663,965,600338,300652,677,300080,300649,300143,300519,166,523,300593,155,300595,300158,300624,300625,586,603289,300635,603303,598,606,40,603567,300696,600230,300154,157,802,603507,603519,787,603579,607,520,603876,603299,600,603617,300437,2009,603108,711,300637,600243,600271,300174,2042,603139,735,300347,962,785,546,603929,600257,603421,300167
2007-08-31,300080,603556,798,523,603615,828,510,300592,300595,300593,498,880,603516,906,913,953,960,965,300335,300305,600338,166,2015,155,300547,600841,795,530,300448,603888,300649,300652,598,300635,612,569,621,300587,300326,531,600239,300002,2042,603605,620,300726,300330,300745,29,603326,778,300309,300022,300284,837,300557,300333,603348,578,948,511,300115,300142,993,897,600359,603389,603912,300625,868,606,677
2007-09-28,603888,300117,603311,498,968,300030,300017,603320,300635,507,510,795,300649,61,523,300652,300258,776,530,767,300624,760,600841,300049,895,300459,600250,300593,600225,300143,600338,300158,906,300592,913,300106,300451,818,99,300742,300412,584,673,300111,300434,600367,603611,603444,565,300683,518,600332,300520,300369,600259,603871,300516,300703,625,603238,603278,300109,158,600297,300282,300347,300330,300437,568,603116,166,715
2007-10-31,612,539,300017,300624,563,300346,569,300030,300355,300372,586,300374,300649,300652,598,300635,300039,300606,530,333,300143,600338,603228,300593,600250,300106,300595,498,507,510,300506,603168,523,300049,603516,300158,300513,300735,916,603363,300278,300234,603200,603259,618,600333,515,19,300097,603197,788,603880,603578,600015,603227,600276,603326,603337,837,153,603393,300042,786,686,713,902,300398,2189,300359,600247,719,300519
2007-11-30,600346,300158,603888,603886,510,300143,300141,950,723,498,726,2094,300124,603858,731,951,600343,300114,738,603228,300106,300707,760,600338,333,300675,767,2007,155,300652,603288,300648,603289,300117,300334,615,300368,2187,656,300481,300128,300239,407,600361,965,807,603345,300639,600235,547,300174,300107,300122,300354,600239,300335,600901,923,750,300063,603159,785,300683,300628,515,511,300597,603283,603421,576,603303,300649
2007-12-28,2166,661,523,300124,300635,530,300592,300143,300158,603886,68,539,300624,603888,993,603288,603289,603300,300612,807,300648,300106,971,600219,950,423,951,405,920,600343,498,600331,600338,300030,913,603858,607,25,547,300743,603368,600009,2005,929,2018,603369,300677,835,300628,600266,300327,300131,600390,600232,600,2154,300174,300636,2035,603348,600315,600333,599,300333,511,603421,600247,603126,673,603912,300258,767
2008-01-31,2174,2175,2172,300319,723,300635,726,603320,731,603311,300117,300624,738,715,300183,404,300606,603289,600338,760,300595,2187,776,155,300158,300143,795,405,603226,603387,685,603888,569,300448,603557,586,300008,678,300014,300227,701,786,300115,593,300549,300726,960,300739,600286,978,600366,919,603505,712,600232,300745,300520,600337,151,300684,2068,45,300263,2837,300022,600271,300429,300679,901,603858,68,789
2008-02-29,776,300635,920,300346,569,913,586,909,600333,300624,906,300018,600267,895,300106,612,615,620,603226,600219,300606,300595,300593,300372,300528,404,300547,498,993,600338,300548,300505,333,300554,510,300355,300682,2803,600016,300541,603929,300307,300384,600010,300154,300061,603168,2186,300617,411,400,600390,801,300686,578,560,300696,300591,300181,713,300278,780,537,300058,300649,300108,877,300334,300679,603936,603177,300304
2008-03-31,300548,300592,300397,300372,738,300635,300633,530,818,300624,2114,523,880,300346,510,603516,710,498,795,603860,300606,300528,603888,405,404,300309,600338,776,333,300595,300593,300525,2007,600333,586,2808,300142,848,540,603895,29,300672,686,883,600016,603309,600258,2186,600235,300035,300008,300293,603337,300094,939,589,300058,300549,603306,300266,603169,65,300174,300481,300649,16,678,300292,300354,603611,780,569
2008-04-30,600205,2861,600206,993,687,710,723,726,731,738,760,795,685,300592,866,895,900,906,776,679,663,662,405,420,422,488,498,505,510,523,909,530,612,615,620,623,300621,935,603380,518,565,603356,300692,567,956,600241,300628,416,600232,600235,300136,409,300637,300111,300181,576,300435,733,930,786,603871,300545,300568,603316,300675,856,300671,300745,300022,777,600,586
2008-05-30,2203,2208,488,505,510,913,909,950,900,895,530,888,300346,881,300619,523,498,626,300595,300158,2018,300571,600338,603289,300117,404,405,603311,603320,993,300589,422,426,300593,880,539,300360,936,300658,430,611,300481,935,300239,603238,300675,603877,2044,300713,737,603605,578,300363,300557,300558,600243,589,300094,300279,503,603559,780,930,787,603567,415,603926,300128,962,987,100,912
2008-06-30,2214,615,300633,300631,300117,300624,603289,659,156,155,153,661,663,603258,300143,679,510,685,687,603226,707,300062,710,300059,300635,300595,603311,630,523,603888,530,2798,539,540,498,488,600939,881,300713,603208,300610,300504,955,5,625,603126,300516,2074,978,506,733,600348,692,810,863,889,300167,300510,300163,801,895,600258,2005,300279,600359,603559,300239,2025,827,300081,883,603579
2008-07-31,523,603289,603311,404,630,603477,731,555,300624,738,626,623,760,659,776,603888,782,726,300633,600338,661,663,498,600333,300117,723,679,300062,685,2018,300143,300682,710,155,38,615,300314,600346,300310,300174,300686,2837,300262,2108,787,300300,300681,600236,886,23,652,935,409,300637,2092,786,600359,2012,300297,603586,600901,712,300625,777,561,603,55,300438,948,300547,300635,300593
2008-08-29,600000,623,615,612,2798,603895,603888,597,569,300746,555,551,300682,626,539,530,523,300633,510,300624,498,426,300595,410,404,300571,600338,600333,630,638,659,983,2004,2018,913,909,300033,300300,600016,300621,956,712,603258,90,603133,488,600235,55,568,603912,2039,600241,300149,603111,2108,603197,49,300636,300696,737,600278,603605,300181,603333,866,300204,810,300115,718,300039,2837,811
2008-09-26,2236,2238,2237,569,300062,300059,410,2798,597,612,300595,623,38,626,630,300571,603888,551,659,300746,600338,300143,300682,530,603289,300117,603311,603320,155,300624,523,555,661,615,663,913,300111,2178,2073,300312,603580,595,300163,667,166,25,2050,300114,300079,835,603605,603116,568,778,2012,33,2158,603871,603098,300061,603685,600206,2154,603111,603386,965,793,300352,603118,657,603668,869
2008-10-31,426,738,510,2018,760,498,421,776,300352,782,731,300059,300682,795,404,600338,300062,600195,155,300294,300592,410,523,726,530,615,623,626,597,630,637,659,661,663,2798,569,600366,791,411,600385,300039,826,409,600288,799,777,2049,68,2099,2023,300451,2059,300650,300692,819,600016,300314,600327,588,603960,300335,300528,564,603363,600901,300154,785,997,969,2024,2109,300167
2008-11-28,523,603289,38,776,300565,612,760,300117,615,617,603311,738,603320,731,728,661,726,623,710,626,699,600338,630,631,685,2798,300294,679,300352,659,155,723,410,300746,782,983,603286,668,300665,300409,300204,603586,600248,300637,897,488,300438,96,300108,300555,603559,711,561,603611,576,805,300163,409,2075,2861,603596,979,600327,300292,963,600197,987,300309,300111,600225,300429,603444
2008-12-31,659,661,880,663,300746,672,300592,600195,300595,679,523,685,155,699,710,2798,510,723,300117,426,738,760,603289,731,38,603320,782,795,498,300571,600338,300059,776,300143,530,569,300315,400,300628,600206,300747,603301,300108,300163,2102,997,2108,600346,766,971,796,2099,37,603232,25,300591,603477,600327,897,2007,5,600297,503,939,300097,600348,300460,100,600271,30,983,603311
2009-01-23,155,626,685,300448,682,510,38,300143,630,913,906,426,795,300690,530,600420,603289,659,661,603882,880,663,498,600354,679,300592,600283,600331,623,523,710,300352,723,738,300059,597,2125,553,818,603223,300111,300141,300600,2809,603568,300569,300114,300649,2174,300314,300013,300339,603519,300108,603,300659,603895,78,600265,300418,300438,561,698,603569,2036,511,863,300262,600327,987,603181,2009
2009-02-27,612,300746,630,626,623,615,597,300690,300059,523,510,498,426,300595,300571,600338,661,155,663,685,880,913,603289,300592,795,776,760,300143,300136,738,731,723,710,2798,603882,679,300001,29,542,603507,300278,603218,300369,732,300168,603444,300384,787,36,300141,600359,600276,786,600290,718,600235,300354,511,300122,300429,2070,300667,503,300458,603299,300699,987,930,2837,810,600271,600354
2009-03-31,682,498,300746,679,300117,685,426,710,723,38,731,663,738,2798,776,300571,600338,795,300592,880,155,906,913,760,300595,970,17,300143,300136,615,530,523,597,612,661,626,2067,300557,2158,971,600236,603558,600247,603365,300352,603579,600,2815,603301,600259,2007,877,603203,528,2186,55,540,603118,300634,735,513,561,600006,603232,810,712,300295,511,2099,300657,2073,300690
